# IMMUTABLE ARTIFACT. Do not edit, do not regenerate in place. Supersede with a
# new dated file if a later data vintage is ever needed.
# Purpose: pin the derived return series behind the DSR figures quoted in
#   findings/dsr_convention_2026_08.md and RESULTS.md, so those numbers are
#   reproducible from committed history alone (data/ is gitignored).
# Frozen config: PRODUCTION_CONFIG, SHA-256 ac8919618ca6d5c6515ad9c26437f3fe28f1b4af3d4f37aeefcf989d0bce8753
#   TSMOM lookbacks (28, 60); SMA(200) regime gate on basket close;
#   equal-weight 7-major basket BTC/ETH/BNB/SOL/ADA/XRP/DOGE, monthly ('MS')
#   rebalance + on-N_active-change; fee_rate 0.0010; slippage_rate 0.0005;
#   annualization_factor 365; signal_shift_bars 1; warmup_days 200.
# Data vintage: local data/binance_<ASSET>_USDT_1d.parquet snapshot as of
#   2026-08-26. Per-asset first/last bar in that snapshot:
#     BTC 2018-01-01..2026-05-27  ETH 2018-01-01..2026-05-28
#     BNB 2018-01-01..2026-05-28  SOL 2020-08-11..2026-05-28
#     ADA 2018-04-17..2026-05-28  XRP 2018-05-04..2026-05-28
#     DOGE 2019-07-05..2026-05-28
#   The panel is trimmed to the common last bar 2026-05-27 before the index is
#   built (the BTC parquet ends one bar earlier; the index builder refuses a
#   hole rather than shrinking the basket silently).
# Generated: 2026-08-26 on branch docs/honest-dsr-survivorship, parent commit
#   f6d1385.
# Read with: pandas.read_csv(path, comment="#", index_col=0, parse_dates=True)
# Series: walk-forward CONCATENATED OOS net daily returns — the selection-OOS
#   object behind the DSR headline. Walk-forward params: train_months=24,
#   test_months=6, step_months=6, warmup_days=200, single-config grid
#   'han_28_60' (no in-fold parameter selection).
# Rows: 2339 daily bars, 2020-01-01 .. 2026-05-27
# Annualized concat-OOS Sharpe (net of cost): +1.4784
# DSR at N=500, sharpe_std_dev = 1/sqrt(2339) ~= 0.0207  (minimal,      gate convention) = 0.7705
# DSR at N=500, sharpe_std_dev = 0.7/sqrt(365)  ~= 0.0366  (conservative, primary reported) = 0.0368
date,net_return
2020-01-01,0.0
2020-01-02,-0.0
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,-0.0
2020-01-09,-0.0
2020-01-10,0.0
2020-01-11,-0.0
2020-01-12,0.0
2020-01-13,-0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,-0.0
2020-01-17,0.0
2020-01-18,0.0
2020-01-19,-0.0
2020-01-20,0.0
2020-01-21,0.0
2020-01-22,-0.0
2020-01-23,-0.0
2020-01-24,0.0
2020-01-25,-0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,-0.010302155591547624
2020-01-30,0.03817127830935374
2020-01-31,-0.022704473401937042
2020-02-01,0.01583093871339014
2020-02-02,0.011903925954170669
2020-02-03,0.00512460482374677
2020-02-04,0.007919407795803357
2020-02-05,0.051026884665533734
2020-02-06,0.033358838360212584
2020-02-07,0.02507754652101446
2020-02-08,0.021075059443430577
2020-02-09,0.03936797643025414
2020-02-10,-0.026603498257075642
2020-02-11,0.03636791088018443
2020-02-12,0.05501555970198391
2020-02-13,0.004575031083628112
2020-02-14,0.03413138554700024
2020-02-15,-0.07347811725164544
2020-02-16,-0.03459185479873983
2020-02-17,-0.00424786982366776
2020-02-18,0.04295913352815672
2020-02-19,-0.07644985338949373
2020-02-20,-0.00036168592126772925
2020-02-21,0.010683199995458192
2020-02-22,-0.008969633238534835
2020-02-23,0.040092289239627155
2020-02-24,-0.035637691450153386
2020-02-25,-0.05905548183972653
2020-02-26,-0.08256054979939642
2020-02-27,0.015692909031904456
2020-02-28,-0.012346584084137024
2020-02-29,-0.024591533575486157
2020-03-01,-0.0027006677547669325
2020-03-02,0.02741207466544704
2020-03-03,-0.006652139694351605
2020-03-04,-0.0017443995236212922
2020-03-05,0.014792844924461757
2020-03-06,0.01255089011195143
2020-03-07,-0.019521558727586874
2020-03-08,-0.06498720240448114
2020-03-09,-0.00075
2020-03-10,0.0
2020-03-11,-0.0
